,smiles
4487,[CH3:11][O:12][CH:13]([CH2:14][C:15]([CH3:16])([CH3:17])[OH:18])[O:19][CH3:20]
4488,[CH3:11][c:12]1[n:13][cH:14][c:15]([CH:16]=[O:17])[cH:18][c:19]1[O:20]
4489,[CH3:8][O:9][C:10](=[O:11])[C:12]1([NH2:13])[CH2:14][NH:15][CH2:16]1
4490,[CH:1]#[C:2]/[CH:3]=[CH:4]/[C@H:5]([CH3:6])[CH2:7][C:8]([CH3:9])=[O:10]
4491,[CH3:10][O:11][CH2:12][c:13]1[cH:14][c:15]([CH:16]=[O:17])[n:18][o:19]1
4492,[CH3:10][CH2:11][C:12]1([CH2:13][CH3:14])[CH:15][NH:16][C:17]1=[O:18]
4493,[N:1]#[C:2][CH2:3][CH2:4][CH2:5][CH2:6][CH2:7][C:8](=[O:9])[OH:10]
4494,[CH3:1][C@@H:2]1[NH:3][CH:4][C:5]([CH3:6])([CH3:7])[C@@H:8]1[CH3:9]
4495,[NH:11][CH2:12][C:13]#[C:14][CH2:15][NH2:16]
4496,[CH3:11][CH2:12][CH2:13][c:14]1[cH:15][cH:16][cH:17][n:18][c:19]1[NH2:20]
4497,[CH2:9]1[O:10][C@@H:11]2[CH2:12][CH2:13][CH2:14][NH:15][C@H:16]12
4498,[CH3:11][C:12]1([CH3:13])[CH2:14][CH2:15][CH2:16][C@@H:17]1[OH:18]
4499,[CH3:1][CH2:2][C@@H:3]1[CH:4]=[CH:5][CH:6]=[CH:7][CH:8]=[C:9]1[CH3:10]
4500,[OH:11][CH2:12][C@@H:13]1[CH2:14][C@@H:15]([CH2:16][OH:17])[NH:18]1
4501,[CH3:9][C:10]12[CH2:11][CH2:12][CH:13]([CH2:14][CH2:15]1)[CH2:16][NH:17]2
4502,[CH3:11][C@@H:12]([OH:13])[C@@:14]1([C:15](=[O:16])[OH:17])[CH2:18][CH2:19][N:20]1
4503,[CH3:11][C@@H:12]([OH:13])[C@@:14]1([C:15](=[O:16])[OH:17])[CH2:18][CH2:19][NH:20]1
4504,[CH3:11][O:12][c:13]1[cH:14][cH:15][c:16]([C:17]#[N:18])[cH:19][cH:20]1
4505,[CH3:1][C:2]1=[CH:3][C:4](=[O:5])[CH2:6][CH2:7][C@@H:8]1[O:9]
4506,[CH3:1][c:2]1[cH:3][n:4][cH:5][c:6]([NH2:7])[cH:8]1
4507,[OH:1][C@@H:2]1[CH:3]=[CH:4][CH2:5][CH2:6][CH2:7][CH2:8]1
4508,[CH3:9][CH2:10][O:11][C:12]1=[N:13][C:14](=[O:15])[CH2:16][O:17]1
4509,[CH2:1]1[CH2:2][C@@H:3]2[CH2:4][C@@H:5]3[C@H:6]([CH2:7]1)[CH2:8][CH2:9][C@H:10]23
4510,[CH3:11][C:12]([CH3:13])([CH3:14])[C:15]1=[N:16][CH2:17][CH2:18][CH2:19]1
4511,[NH2:1][C:2](=[O:3])[CH:4]=[C:5]1[CH2:6][CH2:7][CH2:8][CH2:9][CH2:10]1
4512,[CH:1]#[C:2][CH:3][C@H:4]([C:5]#[CH:6])[O:7][CH3:8]
4513,[CH3:1][O:2][C@@H:3]1[O:4][CH:5]=[CH:6][CH2:7][C:8]1[CH3:9]
4514,[CH3:1][CH2:2][NH:3][C:4](=[O:5])[CH:6][NH:7][CH3:8]
4515,[CH2:1]=[CH:2][CH2:3][C@:4]([CH3:5])([NH2:6])[CH2:7][O:8]
4516,[CH3:10][O:11][C:12]([CH3:13])([CH3:14])[CH:15][C@H:16]([CH3:17])[NH2:18]
4517,[CH3:1][O:2]/[CH:3]=[C:4]1\[CH2:5][CH:6][CH2:7][C:8]1=[O:9]
4518,[CH3:11][C@H:12]([CH2:13][NH2:14])[n:15]1[cH:16][cH:17][cH:18][cH:19]1
4519,[CH3:1][c:2]1[cH:3][c:4]([CH3:5])[c:6]([C:7](=[O:8])[OH:9])[nH:10]1
4520,[NH2:1][N:2][c:3]1[n:4][cH:5][n:6][c:7]([NH:8][NH2:9])[n:10]1
4521,[CH3:1][CH2:2][O:3][CH2:4]/[C:5]([NH2:6])=[CH:7]\[C:8]#[N:9]
4522,[CH3:1][C@@H:2]1[CH2:3][CH2:4][C@@H:5]2[CH2:6][CH2:7][CH2:8][C@H:9]12
4523,[O:11]=[C:12]1[CH2:13][C@H:14]([CH2:15][CH2:16][OH:17])[NH:18]1
4524,[CH3:1][NH:2][CH2:3][c:4]1[n:5][c:6]([CH3:7])[n:8][o:9]1
4525,[OH:11][CH2:12][C@@H:13]1[CH:14][CH2:15][C@H:16]([OH:17])[CH2:18][O:19]1
4526,[CH2:1]=[CH:2][CH:3][N:4]([CH3:5])[C:6](=[O:7])[NH:8][CH3:9]
4527,[OH:6][CH2:7][C:8]1=[CH:9][CH2:10][C@H:11]([OH:12])[O:13]1
4528,[C:1]1=[N:2][C@@H:3]2[CH2:4][CH2:5][CH2:6][CH2:7][C@@H:8]2[NH:9]1
4529,[CH3:9][C:10]1=[CH:11][C:12]([CH3:13])=[N:14][CH2:15][C@H:16]([CH3:17])[NH:18]1
4530,[CH:8]=[C:9]([C:10]#[N:11])[C:12]([CH3:13])([CH3:14])[OH:15]
4531,[CH3:1][CH2:2][NH:3][NH:4][C:5](=[O:6])[O:7][CH3:8]
4532,[CH3:11][CH2:12][C@@H:13]1[CH2:14][O:15][CH2:16][C@@H:17]1[CH2:18][OH:19]
4533,[CH3:1][C:2]1([CH3:3])[CH:4]=[C:5]([C:6]#[N:7])[CH2:8]1
4534,[CH3:1][CH2:2][c:3]1[cH:4][n:5][c:6]([CH2:7][CH3:8])[o:9]1
4535,[CH3:1][CH2:2][C@@H:3]1[CH:4][CH:5]=[CH:6][O:7][CH2:8]1
4536,[CH3:11][C:12]1([CH3:13])[CH2:14][C@@H:15]2[CH2:16][C@@H:17]2[C:18]1=[O:19]
4537,[NH2:10][c:11]1[cH:12][cH:13][c:14]2[c:15]([cH:16]1)[CH2:17][CH:18][NH:19]2
4538,[CH3:9][C@H:10]1[CH:11]=[CH:12][C@@H:13]([CH3:14])[C:15]1=[O:16]
4539,[CH3:8][CH2:9][n:10]1[c:11][c:12]([NH2:13])[cH:14][cH:15]1
4540,[NH2:1][C@@H:2]1[CH2:3][CH:4][CH2:5][CH2:6][CH2:7][CH2:8][C:9]1=[O:10]
4541,[CH2:10][O:11]/[C:12]([CH3:13])=[CH:14]\[CH2:15][CH2:16][CH2:17][CH3:18]
4542,[NH2:10][C:11]1=[N:12][C@@H:13]2[CH:14]=[CH:15][C@@H:16]2[CH2:17]1
4543,[CH3:1][C:2](=[O:3])[C:4]([CH3:5])([CH3:6])[CH2:7][C@H:8]([CH3:9])[OH:10]
4544,[CH2:1]=[C:2]([CH3:3])/[CH:4]=[C:5](\[CH3:6])[C:7]([CH3:8])=[O:9]
4545,[CH3:1][CH2:2][CH2:3][N:4]1[CH2:5][C@@H:6]2[CH2:7][C:8]1[CH2:9][NH:10]2
4546,[CH3:1]/[C:2]=[CH:3]\[c:4]1[cH:5][cH:6][n:7][cH:8][cH:9]1
4547,[CH3:7][C@H:8]1[CH2:9][N:10]([CH3:11])[C@H:12]([CH3:13])[CH2:14][N:15]1[CH3:16]
4548,[CH2:11][N:12]1[CH2:13][C@@H:14]([CH3:15])[N:16]([CH3:17])[CH2:18][C@@H:19]1[CH3:20]
4549,[CH3:1][CH2:2][c:3]1[c:4][nH:5][c:6](=[O:7])[n:8][cH:9]1
4550,[CH3:11][C@@H:12]([OH:13])[C@@H:14]([OH:15])[CH2:16][CH:17]=[O:18]
4551,[O:10]=[C:11]1[O:12][CH2:13][C@@H:14]2[CH2:15][O:16][N:17]=[C:18]12
4552,[CH3:1][C:2]1=[C:3][C@:4]2([CH3:5])[CH2:6][C@:7]2([CH3:8])[C:9]1=[O:10]
4553,[CH3:1][CH2:2][C@@H:3]1[CH2:4][CH:5]=[CH:6][O:7][CH2:8]1
4554,[CH3:11][NH:12][C:13](=[O:14])[NH:15][CH2:16][O:17]
4555,[CH3:1][C@:2]1([O:3][OH:4])[CH:5][CH2:6][CH2:7][C:8](=[O:9])[NH:10]1
4556,[CH3:10][O:11][CH2:12][CH2:13][N:14]1[CH:15][CH2:16][CH2:17][CH2:18][CH2:19]1
4557,[O:1]=[C:2]([OH:3])[CH:4]=[C:5]1[C:6]=[CH:7]1
4558,[CH3:11][c:12]1[cH:13][cH:14][n:15][c:16]([CH:17]=[O:18])[c:19]1[CH3:20]
4559,[CH:1]#[C:2][C@@H:3]1[O:4][C@:5]1([CH3:6])[C@H:7]([CH3:8])[OH:9]
4560,[CH3:10][CH2:11][O:12][c:13]1[c:14][nH:15][c:16](=[O:17])[cH:18][n:19]1
4561,[CH2:1][C:2]1=[N:3][CH2:4][CH2:5][C:6]1([CH3:7])[CH3:8]
4562,[CH:1]#[C:2][c:3]1[cH:4][cH:5][cH:6][c:7]([CH:8]=[O:9])[cH:10]1
4563,[O:1]=[C:2]1[NH:3][CH2:4][CH2:5][C@@H:6]2[NH:7][CH2:8][CH2:9][C@H:10]12
4564,[CH3:1][c:2]1[cH:3][c:4]([CH2:5])[n:6]([CH2:7][CH2:8][NH2:9])[n:10]1
4565,[CH3:11][c:12]1[cH:13][cH:14][cH:15][c:16](=[NH:17])[n:18]1[CH3:19]
4566,[CH3:1][CH2:2][N:3]([CH2:4][CH3:5])[CH2:6][C:7](=[NH:8])[NH2:9]
4567,[CH3:11][CH:12]([CH3:13])[C@@H:14]1[O:15][CH:16][C:17]1([CH3:18])[CH3:19]
4568,[NH2:1][CH2:2][C@H:3]([OH:4])[C@@H:5]1[CH2:6][CH:7]=[CH:8][CH2:9][CH:10]1
4569,[CH3:6][CH:7]([CH3:8])[C:9](=[O:10])[c:11]1[cH:12][cH:13][cH:14][o:15]1
4570,[CH3:1][O:2][C:3]1=[N:4][CH:5]=[C:6]([CH3:7])[C@@H:8]1[CH3:9]
4571,[CH3:1][c:2]1[cH:3][c:4]([NH2:5])[cH:6][c:7]([CH2:8][OH:9])[c:10]1
4572,[CH:1]1=[CH:2][CH2:3][CH2:4][NH:5][CH2:6][CH:7]1
4573,[CH3:1][O:2][N:3]([CH3:4])[C:5](=[O:6])[CH2:7][CH:8]1[CH2:9][CH2:10]1
4574,[CH2:1]=[CH:2]/[CH:3]=[CH:4]/[NH:5][C:6](=[O:7])[O:8][CH2:9][CH3:10]
4575,[CH3:1][CH2:2]/[CH:3]=[C:4](\[CH3:5])[C:6](=[O:7])[O:8][CH2:9][CH3:10]
4576,[CH2:9][C:10](=[C:11]=[O:12])[CH:13]=[C:14]([CH3:15])[CH3:16]
4577,[CH:1]1=[CH:2][C@@H:3]2[CH2:4][CH:5]=[CH:6][C@@H:7]2[CH2:8][CH2:9]1
4578,[CH2:1][O:2][c:3]1[cH:4][n:5][n:6][c:7]([NH2:8])[cH:9]1
4579,[CH2:11][CH2:12][O:13]/[CH:14]=[C:15](/[CH:16]=[O:17])[CH2:18][CH2:19][CH3:20]
4580,[CH3:8][C:9]1=[CH:10][C@@:11]([CH3:12])([CH2:13][CH3:14])[N:15]=[N:16]1
4581,[CH3:1][C@:2]12[CH2:3][CH2:4][CH2:5][C@H:6]([CH2:7]1)[C:8]2=[O:9]
4582,[CH2:11][c:12]1[n:13][c:14]([CH2:15][CH2:16][CH3:17])[o:18][c:19]1[CH3:20]
4583,[CH3:1][N:2]1[C:3](=[O:4])[CH:5]=[C:6][C@@H:7]1[OH:8]
4584,[CH3:1][C@@H:2]1[CH2:3][NH:4][C:5]([CH3:6])([CH3:7])[CH2:8][C@@H:9]1[OH:10]
4585,[CH3:10][CH2:11][CH2:12][O:13][CH2:14][CH2:15][CH2:16][O:17][CH3:18]
4586,[CH3:1][CH2:2][O:3][C@@H:4]1[O:5][CH:6]=[N:7][C@@H:8]1[CH3:9]
4587,[CH2:1]=[C:2]=[CH:3][CH2:4][O:5][CH2:6][CH:7]=[O:8]
4588,[CH2:8]1[CH2:9][CH:10]1[NH:11][CH:12]1[CH2:13][CH2:14]1
4589,[CH3:9][c:10]1[cH:11][n:12]2[cH:13][cH:14][n:15][c:16]2[c:17][n:18]1
4590,[CH3:10][CH:11]([CH3:12])[NH:13][NH:14][C:15](=[O:16])[C@H:17]([CH3:18])[O:19]
4591,[CH3:10][N:11]([CH3:12])[C@@H:13]1[CH2:14][CH:15][CH2:16][C@@H:17]1[NH2:18]
4592,[CH3:1][CH2:2][NH:3][c:4]1[n:5][cH:6][n:7][c:8]([NH2:9])[n:10]1
4593,[CH3:1][C@@H:2]1[NH:3][C:4](=[O:5])[C@H:6]([CH3:7])[NH:8][C:9]1=[O:10]
4594,[CH3:1][CH2:2][n:3]1[c:4]([CH3:5])[cH:6][n:7]([NH2:8])[c:9]1=[O:10]
4595,[CH3:1][CH2:2][C@@H:3]1[C:4]=[CH:5][CH:6]=[CH:7][CH:8]=[C:9]1[CH3:10]
4596,[CH2:9]=[C:10]([C:11](=[O:12])[O:13][CH3:14])[C@H:15]([OH:16])[CH2:17][CH3:18]
4597,[CH3:9][c:10]1[cH:11][c:12](=[NH:13])[n:14][c:15][n:16]1[OH:17]
4598,[CH3:10][C@H:11]([OH:12])[CH2:13][C@H:14]([O:15])[C@H:16]([CH3:17])[OH:18]
4599,[CH3:1][CH2:2][O:3][C:4](=[O:5])[C@H:6]([CH3:7])[CH:8]([CH3:9])[CH3:10]
4600,[CH2:11][O:12][c:13]1[cH:14][cH:15][c:16]([C:17]#[N:18])[cH:19][cH:20]1
4601,[CH3:1][c:2]1[cH:3][c:4]([CH2:5][CH2:6][NH:7])[cH:8][cH:9][n:10]1
4602,[CH3:1][CH2:2][N:3][CH2:4][C@@H:5]1[CH2:6][CH2:7][NH:8][CH2:9]1
4603,[CH3:1][O:2][CH2:3][CH2:4][C@H:5]([NH:6])[CH2:7][OH:8]
4604,[CH3:10][O:11][C:12]1([O:13][CH3:14])[CH2:15][CH:16]=[C:17]([CH3:18])[O:19]1
4605,[CH3:1][C:2]1=[N:3][CH2:4][CH2:5][N:6]=[C:7]1[CH3:8]
4606,[O:10]=[C:11]1[CH:12][C@@H:13]2[CH2:14][CH2:15][CH:16]=[CH:17][C@@H:18]2[CH2:19]1
4607,[CH3:9][NH:10][c:11]1[n:12][c:13][cH:14][cH:15][c:16]1[CH2:17][NH2:18]
4608,[CH3:11][C@@H:12]1[CH:13]=[CH:14][CH2:15][CH2:16][C@H:17]1[CH2:18][OH:19]
4609,[CH3:1][C:2]1=[C:3]([OH:4])[C:5](=[O:6])[C@H:7]([CH3:8])[O:9]1
4610,[CH3:1]/[C:2](=[N:3]\[N:4]([CH3:5])[CH3:6])[N:7]([CH3:8])[CH3:9]
4611,[O:1]=[C:2]1[O:3][CH2:4][C@@H:5]2[CH2:6][CH:7]=[CH:8][CH2:9][C@H:10]12
4612,[CH3:9][C:10]1([CH3:11])[CH:12][CH2:13][C@H:14]([C:15]#[N:16])[NH:17]1
4613,[O:1]=[C:2]1[CH2:3][C@@H:4]2[CH:5]=[CH:6][C@H:7]([CH2:8]1)[O:9]2
4614,[CH3:11][C:12]1[C:13](=[O:14])[CH2:15][N:16]2[C:17](=[O:18])[CH2:19][C@H:20]12
4615,[CH2:11][C@@H:12]1[NH:13][CH2:14][CH2:15][c:16]2[nH:17][cH:18][n:19][c:20]21
4616,[NH2:1][C:2](=[O:3])[c:4]1[cH:5][cH:6][cH:7][nH:8]1
4617,[CH2:9][N:10]([N:11]=[O:12])[c:13]1[cH:14][cH:15][cH:16][cH:17][n:18]1
4618,[NH2:1][C@@H:2]1[CH2:3][CH2:4][CH2:5][CH2:6][O:7]1
4619,[CH3:1][c:2]1[cH:3][c:4]([CH3:5])[n:6]([CH2:7][CH:8][NH2:9])[n:10]1
4620,[CH3:1][c:2]1[n:3][n:4][c:5][o:6][cH:7][cH:8][o:9]1
4621,[CH3:8][CH2:9][C:10]1=[N:11][NH:12][CH2:13][C@H:14]1[CH3:15]
4622,[NH2:1][CH2:2][CH2:3][CH2:4][CH2:5][CH2:6][OH:7]
4623,[CH2:11]=[C:12]([OH:13])/[CH:14]=[CH:15]/[CH2:16][CH2:17][CH3:18]
4624,[CH3:1][C:2]1([CH3:3])[CH2:4][C@H:5]([NH2:6])[CH2:7][C@H:8]([NH2:9])[CH2:10]1
4625,[CH3:1][CH2:2][CH2:3][CH2:4][C@@H:5]1[CH2:6][C@:7]1([CH3:8])[CH:9]=[O:10]
4626,[CH3:1][CH2:2][C@H:3]1[O:4][C:5](=[O:6])[CH2:7][CH:8]=[C:9]1[CH3:10]
4627,[CH3:1][CH2:2][CH2:3][CH2:4][C@@H:5]1[CH:6]=[CH:7][CH2:8][NH:9]1
4628,[CH:1]#[C:2][CH:3][O:4][C@H:5]([CH3:6])[CH2:7][CH2:8][OH:9]
4629,[CH3:11][NH:12][C:13](=[O:14])[C:15]12[CH2:16][CH:17]([CH:18][NH:19]1)[CH2:20]2
4630,[CH2:10]=[CH:11]/[N:12]=[CH:13]/[c:14]1[cH:15][cH:16][cH:17][cH:18][cH:19]1
4631,[CH3:11][N:12]([C:13]1[CH2:14][O:15][CH2:16]1)[CH:17]1[CH2:18][O:19][CH2:20]1
4632,[CH3:1][NH:2][C@H:3]([CH3:4])[c:5]1[n:6][cH:7][cH:8][n:9]1[CH3:10]
4633,[CH3:11][CH:12]([CH3:13])[N:14]1[CH2:15][C:16]([CH2:17][NH2:18])[CH2:19]1
4634,[CH3:9][N:10]([CH3:11])/[CH:12]=[N:13]/[CH2:14][CH2:15][CH2:16][O:17]
4635,[CH3:1][CH2:2][C@H:3]([CH2:4][OH:5])[C@H:6]([CH3:7])[OH:8]
4636,[CH3:11][O:12][CH:13]([O:14][CH3:15])[C:16]([CH3:17])=[C:18]1[CH2:19][CH2:20]1
4637,[CH3:10][C:11]1=[N:12][N:13]([CH3:14])[C@H:15]([CH3:16])[N:17]=[N:18]1
4638,[CH3:1][CH2:2][O:3][C:4](=[NH:5])[N:6]([CH2:7])[CH3:8]
4639,[CH3:11][CH2:12][CH2:13][n:14]1[c:15]([CH3:16])[c:17][o:18][c:19]1=[O:20]
4640,[CH3:1][CH2:2][N:3]1[CH2:4][CH:5]=[CH:6][C:7]([CH3:8])[O:9]1
4641,[CH2:11][CH2:12]/[C:13]([NH2:14])=[CH:15]/[C:16](=[O:17])[O:18][CH3:19]
4642,[CH2:11][C:12](=[O:13])[n:14]1[cH:15][cH:16][c:17]([CH3:18])[cH:19]1
4643,[CH:1]1=[CH:2][CH2:3][CH2:4][NH:5][N:6]=[CH:7]1
4644,[CH3:10][C@:11]1([CH2:12][NH2:13])[CH2:14][CH2:15][CH:16][O:17]1
4645,[CH3:9][CH:10][CH2:11][C:12]1=[C:13]([OH:14])[CH2:15][O:16][C:17]1=[O:18]
4646,[O:1]=[C:2]([OH:3])/[CH:4]=[C:5]/[CH:6]=[CH:7]/[CH2:8][OH:9]
4647,[CH2:1]=[CH:2][O:3][CH2:4][CH2:5][NH:6]/[N:7]=[N:8]/[CH3:9]
4648,[CH2:1]=[CH:2][c:3]1[cH:4][cH:5][c:6]([CH2:7][OH:8])[o:9]1
4649,[CH3:1][CH2:2][CH2:3][C:4]1=[CH:5][CH2:6][CH2:7][C:8]1=[O:9]
4650,[CH3:9][O:10][N:11]1[CH2:12][CH2:13][C:14]1=[O:15]
4651,[CH3:1][CH:2]([CH3:3])[C:4]1[CH2:5][O:6][C:7]([NH2:8])=[N:9]1
4652,[CH3:1][C:2](=[O:3])[c:4]1[n:5][cH:6][cH:7][cH:8][c:9]1[OH:10]
4653,[CH3:10][O:11]/[C:12]([CH3:13])=[CH:14]\[CH2:15][CH2:16][CH2:17][CH3:18]
4654,[CH2:1]=[CH:2][C@H:3]([CH3:4])[CH2:5]/[C:6]=[CH:7]/[C:8](=[CH2:9])[CH3:10]
4655,[CH3:1][O:2][C:3]1=[C:4][CH:5]=[CH:6][C@H:7]([OH:8])[C@@H:9]1[OH:10]
4656,[CH3:10][C@@:11]1([NH2:12])[CH2:13][CH2:14][N:15][CH2:16][C@H:17]1[OH:18]
4657,[CH3:1][CH2:2][CH2:3][C@:4]1([CH3:5])[N:6][O:7]1
4658,[CH3:1][C:2](=[O:3])[C:4]1([CH3:5])[O:6][CH2:7][CH2:8][O:9]1
4659,[CH:1]=[C:2]=[CH:3][CH:4]=[O:5]
4660,[CH2:1]=[C:2]1[CH2:3][CH2:4][C:5](=[CH2:6])[C@H:7]2[CH2:8][CH2:9][C:10]12
4661,[CH3:9][C:10](=[C:11]=[O:12])[CH:13]=[C:14]([CH3:15])[CH3:16]
4662,[CH3:1][CH2:2][C@@H:3]1[O:4][C@H:5]([CH3:6])[C:7](=[O:8])[C@@H:9]1[OH:10]
4663,[CH3:1][C@:2]1([OH:3])[CH:4]=[CH:5][C@:6]([CH3:7])([O:8][OH:9])[O:10]1
4664,[CH3:1][C@@H:2]1[C:3](=[O:4])[N:5]([CH3:6])[N:7]([CH2:8])[C@@H:9]1[CH3:10]
4665,[O:11]=[C:12]1[N:13]=[C:14][N:15]=[C:16]2[NH:17][O:18][NH:19][C@H:20]12
4666,[CH3:10][C@@H:11]1[CH2:12][CH2:13][C:14](=[O:15])[N:16]1[CH2:17][OH:18]
4667,[CH3:8][C@@:9]1([OH:10])[CH2:11][C@H:12]([OH:13])[CH2:14][C@@H:15]1[CH:16][OH:17]
4668,[CH3:1][O:2][NH:3][CH2:4][CH:5]1[CH2:6][CH2:7][CH2:8][CH2:9][CH2:10]1
4669,[CH3:1][O:2][C:3](=[O:4])[NH:5][CH:6]1[CH2:7][CH:8]([NH2:9])[CH2:10]1
4670,[CH3:10][C@@H:11]1[NH:12][CH2:13][CH2:14][C@H:15]1[NH2:16]
4671,[CH3:1][CH2:2][CH:3]([CH2:4][CH3:5])[C@H:6]([OH:7])[CH:8][NH2:9]
4672,[CH3:1][CH2:2][CH2:3][C@@H:4]1[CH2:5][CH2:6][O:7][C@@H:8]1[OH:9]
4673,[OH:7][C@@H:8]1[N:9][CH2:10][CH2:11][c:12]2[n:13][n:14][n:15][n:16]21
4674,[CH3:11][c:12]1[c:13][c:14]([N:15]([CH3:16])[CH3:17])[n:18][cH:19][n:20]1
4675,[CH3:1][C@@H:2]1[O:3][C@H:4]([CH2:5][OH:6])[C@@H:7]([CH3:8])[C@@H:9]1[OH:10]
4676,[CH3:9][O:10][CH2:11][C@:12]1([OH:13])[CH2:14][CH2:15][CH:16]=[N:17]1
4677,[CH:1]1=[CH:2][C:3]=[CH:4]/[N:5]=[CH:6]\[CH:7]=[CH:8]1
4678,[OH:10][CH2:11][C@H:12]([OH:13])[CH2:14][C@H:15]([OH:16])[CH2:17][OH:18]
4679,[CH3:10][c:11]1[cH:12][cH:13][c:14][c:15]([C@@H:16]2[CH2:17][O:18]2)[cH:19]1
4680,[CH:1]#[C:2][C@H:3]([O:4][C:5]([NH:6])=[O:7])[CH:8]([CH3:9])[CH3:10]
4681,[CH3:1][CH2:2]/[C:3]([NH2:4])=[N:5]\[CH2:6][CH2:7][CH2:8][NH:9][CH3:10]
4682,[CH2:11]=[CH:12][c:13]1[cH:14][c:15]([CH:16]=[CH2:17])[cH:18][cH:19][cH:20]1
4683,[CH2:9]=[CH:10][CH2:11][O:12][CH2:13][CH:14]1[CH2:15][CH2:16]1
4684,[O:1]=[C:2]1[CH:3]=[C:4]2[CH:5]=[CH:6][CH:7]=[CH:8][N:9]2[CH2:10]1
4685,[CH2:9][C:10](=[O:11])[C:12]([CH3:13])([CH3:14])[CH2:15][NH2:16]
4686,[NH2:11][C:12](=[O:13])[CH2:14][O:15][CH2:16][CH2:17][CH2:18][CH2:19][OH:20]
4687,[O:11]=[c:12]1[nH:13][o:14][c:15]2[c:16]1[CH:17][NH:18][CH2:19][CH2:20]2
4688,[CH2:1]=[C:2]([CH2:3])[C:4](=[O:5])[O:6][CH2:7][CH2:8][CH2:9][OH:10]
4689,[CH3:10][C:11]1([CH3:12])[CH2:13][C:14]([OH:15])[CH:16]=[CH:17][O:18]1
4690,[CH3:1][C:2](=[O:3])[CH2:4][O:5][CH:6]=[O:7]
4691,[CH3:1][CH2:2][C@H:3]([CH2:4])[N:5]1[CH2:6][CH2:7][NH:8][CH2:9][CH2:10]1
4692,[CH3:9][C@:10]1([CH2:11][NH2:12])[CH2:13][CH2:14][NH:15][CH2:16]1
4693,[CH3:1][CH2:2][O:3][CH:4]1[CH2:5][CH:6]([NH:7][CH3:8])[CH2:9]1
4694,[CH2:1][N:2]1[C:3](=[O:4])[CH2:5][CH2:6][C@:7]1([CH3:8])[OH:9]
4695,[CH:1]1=[N:2][CH:3][C:4]2=[N:5][N:6]=[N:7][C:8]2=[CH:9]1
4696,[CH3:10][C@@H:11]1[CH:12][CH2:13][C:14](=[O:15])[N:16]1[CH2:17][OH:18]
4697,[CH3:1][CH2:2][NH:3][N:4]1[CH:5][CH2:6][O:7][C:8]1=[O:9]
4698,[CH2:11]1[CH2:12][C:13]2=[C:14]1[CH2:15][CH2:16][CH2:17]2
4699,[CH2:11]1[CH2:12][C@@:13]23[CH:14]=[CH:15][C@@:16]12[CH2:17][CH2:18][CH2:19][CH2:20]3
4700,[CH3:9][C@:10]1([OH:11])[O:12][CH2:13][CH2:14][O:15][C@@H:16]1[OH:17]
4701,[CH3:1][C@H:2]1[CH2:3][C@@H:4]2[CH2:5][CH2:6][C@H:7]12
4702,[CH3:1][CH2:2][C@H:3]([CH3:4])[O:5][CH2:6][CH2:7][NH2:8]
4703,[CH3:1][O:2][CH:3][CH2:4]/[CH:5]=[CH:6]/[CH2:7][OH:8]
4704,[CH3:1][C@:2]12[CH2:3][CH2:4][CH:5][C@H:6]([CH2:7]1)[O:8][C:9]2=[O:10]
4705,[C:1]#[C:2]/[CH:3]=[CH:4]/[N:5]1[CH2:6][CH2:7][CH2:8][CH2:9]1
4706,[CH2:10][CH2:11][C@H:12]1[O:13][O:14][C@@H:15]([CH2:16][CH3:17])[O:18]1
4707,[CH2:8]=[CH:9]/[CH:10]=[C:11](/[CH:12]=[CH2:13])[CH2:14][CH3:15]
4708,[CH2:1]=[C:2]1[CH:3][C@@H:4]2[CH2:5][CH2:6][C@H:7]([CH2:8]1)[CH2:9]2
4709,[CH3:10][c:11]1[nH:12][cH:13][n:14][c:15]1[C@@H:16]([CH3:17])[O:18][CH3:19]
4710,[CH3:11][CH2:12][C@:13]1([CH3:14])[CH2:15][NH:16][CH:17][CH2:18][O:19]1
4711,[CH2:1]1[CH2:2][CH2:3][C@@H:4]2[CH2:5][NH:6][CH2:7][CH2:8][C@@H:9]2[CH2:10]1
4712,[CH3:1][C@:2]1([c:3]2[cH:4][cH:5][cH:6][cH:7][cH:8]2)[CH2:9][NH:10]1
4713,[CH3:11][c:12]1[c:13][cH:14][n:15][c:16](=[O:17])[nH:18]1
4714,[CH2:1]=[CH:2][n:3]1[cH:4][cH:5][n:6][c:7]1[CH2:8][OH:9]
4715,[NH2:1][CH:2][CH2:3][N:4]1[CH2:5][CH2:6][CH2:7][C:8]1=[O:9]
4716,[CH3:1][CH:2]([CH3:3])[C@@H:4]1[CH:5][N:6]=[C:7]([NH2:8])[CH2:9]1
4717,[CH3:11][N:12][c:13]1[cH:14][n:15][cH:16][cH:17][c:18]1[CH2:19][NH2:20]
4718,[CH3:1][CH2:2][C@H:3]([CH3:4])[N:5]([OH:6])[C:7]([CH3:8])=[O:9]
4719,[CH3:9][C@@H:10]1[CH:11][NH:12][CH2:13][C:14]([CH3:15])([CH3:16])[C:17]1=[O:18]
4720,[CH3:1][NH:2][n:3]1[c:4][cH:5][cH:6][cH:7]1
4721,[CH:1]#[C:2][C@H:3]([O:4][C:5]([NH2:6])=[O:7])[CH:8]([CH3:9])[CH3:10]
