,smiles
4249,[CH2:11]=[C:12]([CH3:13])[C@@H:14]1[CH2:15][CH2:16][CH:17][C:18]1([CH3:19])[CH3:20]
4250,[CH2:1]=[C:2]1[CH2:3][N:4]([CH3:5])[CH2:6][C:7]1=[CH2:8]
4251,[N:11]#[C:12][CH:13][c:14]1[cH:15][c:16]([C:17]#[N:18])[cH:19][o:20]1
4252,[CH2:1][C@@H:2]1[CH2:3][CH2:4][C@H:5]([OH:6])[C@@H:7]1[CH3:8]
4253,[OH:1][CH2:2][CH2:3][CH2:4][C:5]([OH:6])[C@H:7]([OH:8])[CH2:9][OH:10]
4254,[C:11]1=[C:12]2[N:13]=[CH:14][N:15]=[C:16]2[CH2:17][N:18]=[CH:19]1
4255,[CH2:11][CH2:12][C@H:13]1[O:14][C@H:15]1[CH2:16][CH3:17]
4256,[CH2:11][C@@H:12]1[CH2:13][CH2:14][CH2:15][C@@H:16]1[NH2:17]
4257,[CH3:1][C@:2]12[CH2:3][CH2:4][C@H:5]([CH2:6]/[C:7]1=[N:8]\[OH:9])[CH2:10]2
4258,[CH3:1][N:2]1[CH2:3][CH:4][C:5](=[N:6][OH:7])[CH2:8][CH2:9]1
4259,[CH3:10][C@@H:11]1[CH2:12][CH2:13][CH2:14][N:15]1[CH2:16][CH2:17][NH2:18]
4260,[C:10]1=[CH:11][C@H:12]2[O:13][C@H:14]2[CH2:15][CH:16]=[CH:17]1
4261,[CH3:9][C:10]1[C:11](=[O:12])[C@H:13]2[CH2:14][CH2:15][C@:16]1([CH3:17])[CH2:18]2
4262,[CH3:10][N:11]1[CH:12]=[C:13][c:14]2[o:15][cH:16][cH:17][c:18]2[CH2:19]1
4263,[CH3:11][CH2:12][CH2:13][C@@H:14]1[CH2:15][NH:16][C:17](=[O:18])[NH:19]1
4264,[CH3:1][C:2]([CH3:3])([CH3:4])[C@:5]1([CH3:6])[CH:7]=[CH:8][CH:9][O:10]1
4265,[CH:10]#[C:11][C@H:12]([CH3:13])[N:14]([CH2:15][CH3:16])[CH2:17][CH3:18]
4266,[CH2:10][C@H:11]([NH:12][O:13][CH3:14])[C:15]([CH3:16])([CH3:17])[CH3:18]
4267,[CH3:10][O:11][CH2:12][CH2:13][CH:14][NH:15][C:16](=[O:17])[NH:18][NH2:19]
4268,[CH3:1][n:2]1[cH:3][c:4]([CH:5]=[O:6])[cH:7][c:8]1[CH:9]=[O:10]
4269,[CH3:11][C:12]1=[CH:13][C@H:14]([CH3:15])[CH2:16][CH2:17][C:18]1=[O:19]
4270,[CH3:1][C:2]1=[N:3][C@H:4]([CH3:5])[C:6]([CH3:7])=[N:8][N:9]1
4271,[CH3:11][CH2:12]/[N:13]=[C:14](\[NH2:15])[NH:16][NH2:17]
4272,[CH:10]1[CH:11]=[CH:12][CH:13]=[C:14]1[C:15]1=[CH:16][CH:17]=[CH:18][CH2:19]1
4273,[O:10]=[C:11]1[N:12][NH:13][N:14]=[C:15]2[N:16]=[N:17][N:18]=[C:19]12
4274,[O:7][CH2:8][CH2:9][C@@H:10]1[CH2:11][CH2:12][CH2:13][CH2:14][C@@H:15]1[OH:16]
4275,[CH:1]1=[CH:2][C@:3]2([CH:4][CH2:5][CH2:6]1)[CH2:7][CH2:8][CH2:9][O:10]2
4276,[CH3:9][N:10]([CH3:11])/[CH:12]=[N:13]/[CH2:14][CH2:15][CH2:16][OH:17]
4277,[O:9]=[N:10][N:11]1[CH2:12][CH:13][C@@H:14]2[O:15][C@@H:16]2[CH2:17]1
4278,[CH3:1][C@H:2]([CH2:3][NH2:4])[n:5]1[cH:6][cH:7][n:8][n:9]1
4279,[CH3:9][C:10]([CH3:11])[N:12]1[CH2:13][C@H:14]([CH3:15])[C:16]([CH3:17])=[N:18]1
4280,[O:10]=[C:11]([OH:12])/[CH:13]=[N:14]/[O:15][CH:16]1[CH2:17][CH2:18]1
4281,[NH:1]=[C:2]([NH2:3])[CH:4]1[CH2:5][CH2:6][CH2:7][CH2:8]1
4282,[CH3:1][C@@H:2]1[NH:3][N:4]([CH2:5])[CH2:6][CH2:7][N:8]1[CH3:9]
4283,[CH3:7][C:8]([CH3:9])([CH3:10])[O:11][C:12]1[CH2:13][C:14](=[O:15])[CH2:16]1
4284,[CH3:1][N:2]1[CH2:3][C:4]2[CH2:5][CH:6]([CH2:7]2)[CH2:8]1
4285,[CH2:9]=[C:10]([CH:11][CH3:12])[CH:13]([CH3:14])[CH3:15]
4286,[O:1]=[C:2]1[CH2:3][C@@H:4]2[CH2:5][CH2:6][C@@H:7]2[NH:8]1
4287,[OH:1][CH2:2][C@@H:3]1[CH2:4][CH2:5][N:6]2[CH2:7][CH2:8][CH2:9][C@H:10]12
4288,[CH:1]#[C:2][CH2:3][CH2:4][CH2:5][C@@H:6]1[CH:7][C@@H:8]1[OH:9]
4289,[CH3:1][NH:2][C:3](=[O:4])[NH:5][NH:6][C:7](=[O:8])[NH:9][CH3:10]
4290,[CH:1]1=[N:2][CH2:3][C:4]2=[N:5][N:6]=[N:7][C:8]2=[CH:9]1
4291,[C:11]1=[CH:12][NH:13][N:14]2[CH2:15][CH2:16][C@@H:17]12
4292,[CH2:11][O:12][C:13]1=[CH:14][C:15](=[O:16])[CH2:17][C@@H:18]1[CH3:19]
4293,[CH3:11][C:12]([CH3:13])[C@@H:14]([C:15]#[N:16])[NH:17][CH:18]([CH3:19])[CH3:20]
4294,[O:9]=[C:10]1[CH:11][O:12][CH:13]=[C:14]1[OH:15]
4295,[CH2:9]=[CH:10][CH:11][CH2:12][O:13][N:14]=[O:15]
4296,[C:1]1=[CH:2][C@H:3]2[CH2:4][CH2:5][C@H:6]2[CH:7]=[CH:8]1
4297,[CH3:1][CH2:2][c:3]1[n:4][cH:5][cH:6][n:7]1[NH2:8]
4298,[CH2:1]=[CH:2][CH2:3][C@@H:4]1[CH2:5][NH:6][C@H:7]([CH3:8])[CH2:9]1
4299,[CH3:1][C@H:2]([CH2:3][NH2:4])[c:5]1[cH:6][cH:7][cH:8][o:9]1
4300,[CH3:10][O:11][C@@H:12]1[N:13]=[C:14]([NH2:15])[NH:16][C@H:17]1[O:18][CH3:19]
4301,[CH3:1][C@@H:2]1[CH2:3][C@@H:4]1[OH:5]
4302,[O:1]=[C:2]1[NH:3][C:4](=[O:5])[C@H:6]([NH:7][OH:8])[N:9]1
4303,[CH3:1][CH2:2][C@@H:3]1[CH2:4][CH2:5][CH2:6][C@H:7]([CH3:8])[CH2:9]1
4304,[CH3:7][C:8]1([CH3:9])[CH2:10][NH:11][C:12]([CH3:13])([CH3:14])[CH2:15][N:16]1
4305,[O:1]=[C:2]1[CH2:3][C@@H:4]2[CH:5]=[CH:6][CH:7][C@H:8]12
4306,[OH:1][C@@H:2]1[CH2:3][CH2:4][CH2:5][NH:6][NH:7]1
4307,[CH2:10]=[C:11]([CH3:12])[CH2:13][CH2:14][CH2:15][C:16](=[CH2:17])[CH3:18]
4308,[CH3:1][CH2:2][O:3][c:4]1[n:5][c:6]([O:7][CH3:8])[cH:9][o:10]1
4309,[CH3:1][O:2][CH:3][C:4](=[O:5])[NH:6][CH2:7][C:8](=[O:9])[OH:10]
4310,[OH:11][C@@H:12]1[CH2:13][O:14][c:15]2[c:16][cH:17][cH:18][cH:19][c:20]21
4311,[CH2:9][C:10]([CH3:11])([CH3:12])[O:13][N:14]=[C:15]([CH3:16])[CH3:17]
4312,[CH3:1][O:2][C@H:3]([CH2:4])[C@H:5]([OH:6])[C:7]([CH3:8])=[O:9]
4313,[NH2:1][CH2:2][C@@H:3]1[CH2:4][CH2:5][C@H:6]([CH2:7][OH:8])[NH:9]1
4314,[CH2:1]/[C:2](=[CH:3]\[N:4]=[O:5])[NH:6][OH:7]
4315,[CH3:11][C@@H:12]1[CH2:13][C:14](=[O:15])[NH:16][N:17]=[C:18]1[NH:19][NH2:20]
4316,[CH2:11]1[CH2:12][C@H:13]2[CH2:14][CH2:15][NH:16][CH2:17][C@@H:18]12
4317,[CH3:9][C@H:10]1[CH2:11][O:12][CH2:13][C@@H:14]([CH3:15])[NH:16]1
4318,[CH2:11][C@@H:12]1[C:13](=[O:14])[NH:15][C:16]1([CH3:17])[CH3:18]
4319,[CH3:1][c:2]1[cH:3][c:4]([CH3:5])[o:6]/[c:7](=[N:8]/[OH:9])[cH:10]1
4320,[CH3:11][N:12]([CH3:13])[C:14]([CH3:15])([CH3:16])[NH2:17]
4321,[CH3:1][C:2]1([CH3:3])[NH:4][CH:5][CH2:6][CH2:7][O:8]1
4322,[CH3:10][N:11]1[C@H:12]([CH3:13])[CH2:14][CH2:15][C@H:16]([CH3:17])[N:18]1[CH3:19]
4323,[CH2:10][N:11]([CH3:12])[C:13](=[O:14])[CH2:15][N:16]([CH3:17])[CH3:18]
4324,[CH3:10][CH2:11][C@@H:12]([OH:13])[CH2:14][O:15][CH3:16]
4325,[CH3:10][C:11]1[CH2:12][C:13](=[O:14])[C@H:15]([CH3:16])[CH2:17][N:18]1[CH3:19]
4326,[CH2:1]=[C:2][C@H:3]([CH3:4])[N:5]([CH3:6])[CH3:7]
4327,[CH3:10][CH2:11][O:12][C:13](=[N:14])[CH:15]1[CH2:16][CH2:17][CH2:18]1
4328,[OH:10][CH2:11][c:12]1[n:13][cH:14][c:15]([CH2:16][OH:17])[nH:18]1
4329,[CH3:6][N:7]1[CH:8]=[C:9]([C:10](=[NH:11])[N:12]=[O:13])[NH:14][NH:15]1
4330,[O:9]=[C:10]([OH:11])[C@@H:12]1[CH:13][C:14]12[CH2:15][CH2:16][CH2:17]2
4331,[CH3:1][C@:2]([OH:3])([C:4]#[C:5][CH2:6][OH:7])[CH2:8][OH:9]
4332,[CH3:10][C@H:11]([NH2:12])[C:13]([CH3:14])([CH3:15])[CH2:16][OH:17]
4333,[CH2:1][O:2][C:3]1=[C:4]([CH3:5])[CH2:6][CH2:7][CH2:8][CH2:9]1
4334,[CH3:10][C:11]1=[CH:12][C:13](=[O:14])[C:15]([NH2:16])=[CH:17][C:18]1=[O:19]
4335,[CH3:1][C:2](=[O:3])[O:4][C@:5]1([CH3:6])[CH2:7][O:8]1
4336,[O:1][N:2]1[CH2:3][CH2:4][N:5]([OH:6])[CH2:7][CH2:8]1
4337,[CH3:1][C:2](=[O:3])[N:4]1[CH2:5][CH2:6][NH:7][CH2:8]1
4338,[CH:1]=[CH:2][CH2:3][C@H:4]([CH2:5][CH3:6])[CH2:7][NH2:8]
4339,[CH2:1][CH2:2][CH2:3][n:4]1[cH:5][cH:6][cH:7][c:8]1[CH3:9]
4340,[CH3:9][O:10][CH2:11][CH2:12][n:13]1[cH:14][cH:15][cH:16][c:17]1[CH3:18]
4341,[O:1][CH2:2][CH2:3][CH2:4][n:5]1[cH:6][cH:7][n:8][n:9]1
4342,[O:1]=[c:2]1[nH:3][n:4][cH:5][c:6]2[cH:7][n:8][cH:9][n:10]12
4343,[CH2:11][C:12]([CH3:13])([CH3:14])[C:15](=[O:16])[N:17]=[C:18]=[O:19]
4344,[CH3:11][C:12]1[CH:13]=[CH:14][CH2:15][CH:16]=[CH:17][CH2:18]1
4345,[CH3:11][CH2:12][N:13]1[CH2:14][CH2:15][NH:16][CH2:17][C@@H:18]1[NH2:19]
4346,[CH3:11][O:12][CH2:13][C@@H:14]1[CH2:15][C@@H:16]([O:17][CH3:18])[CH2:19][NH:20]1
4347,[CH3:1][C:2]1(/[CH:3]=[C:4]/[C:5](=[O:6])[O:7][OH:8])[CH2:9][CH2:10]1
4348,[NH2:8][CH2:9][C@@H:10]1[CH:11][CH2:12][C@H:13]1[C:14](=[O:15])[OH:16]
4349,[CH:10]=[CH:11][CH2:12][N:13]([CH3:14])[CH2:15][C:16](=[O:17])[OH:18]
4350,[CH2:1]=[CH:2][C@:3]1([CH3:4])[CH:5]=[C:6]([OH:7])[N:8]1[CH3:9]
4351,[CH3:1][C:2]1([CH3:3])[CH:4]=[CH:5][C@H:6]([CH:7]=[O:8])[CH2:9][CH2:10]1
4352,[cH:9]1[cH:10][cH:11][c:12]2[c:13]([cH:14]1)[CH2:15][NH:16][NH:17][CH2:18]2
4353,[CH2:11]/[C:12](=[N:13]\[OH:14])[C:15](=[CH2:16])[CH2:17][CH3:18]
4354,[CH3:1][CH:2]([CH3:3])[C@H:4]([CH2:5])[CH2:6][CH:7]=[O:8]
4355,[CH3:1][C:2](=[O:3])[O:4][C@H:5]([CH2:6])[CH:7]=[C:8]([CH3:9])[CH3:10]
4356,[CH3:1][C:2]1=[C:3]([CH:4]=[O:5])[CH2:6][CH:7]=[CH:8][CH2:9]1
4357,[C:1]1=[CH:2][C@@H:3]2[CH:4]=[CH:5][CH2:6][C@@H:7]2[CH2:8][CH2:9]1
4358,[CH3:1]/[CH:2]=[C:3](/[CH3:4])[CH2:5][C:6](=[O:7])[O:8][CH3:9]
4359,[CH3:1][O:2][C:3](=[O:4])[c:5]1[n:6][o:7][c:8]([CH3:9])[n:10]1
4360,[NH2:1][c:2]1[cH:3][cH:4][c:5][cH:6][c:7]1[CH:8]=[O:9]
4361,[CH3:1][C:2]1([CH3:3])[CH:4]=[CH:5][C@H:6]([CH:7]=[O:8])[CH2:9][CH:10]1
4362,[CH2:1]=[C:2][C@@H:3]1[CH2:4][CH:5]=[N:6][NH:7]1
4363,[CH3:1][CH2:2][CH2:3][CH2:4][C@@H:5]1[CH2:6][O:7][C:8]1=[O:9]
4364,[CH3:1][NH:2][C:3]([CH3:4])[c:5]1[n:6][cH:7][cH:8][n:9]1[CH3:10]
4365,[CH3:11][c:12]1[cH:13][n:14][c:15]([CH3:16])[c:17]([NH2:18])[n:19]1
4366,[CH3:10][C@@H:11]1[CH2:12][CH2:13][C@H:14]([OH:15])[C@H:16]([CH3:17])[CH2:18]1
4367,[CH3:11][C@H:12]([OH:13])[C@H:14]([O:15])[C:16](=[O:17])[CH2:18][NH2:19]
4368,[CH3:1][NH:2][C:3]([CH2:4][NH2:5])[CH2:6][NH2:7]
4369,[CH3:10][CH2:11][CH2:12][CH2:13]/[CH:14]=[CH:15]/[CH2:16][CH2:17][OH:18]
4370,[CH3:1][CH:2][C:3]1=[C:4]([CH2:5][CH3:6])[C:7](=[O:8])[CH2:9][CH2:10]1
4371,[CH3:1][CH:2]([CH3:3])/[C:4]=[C:5]1/[CH:6]=[CH:7][CH2:8][CH2:9]1
4372,[CH3:1][C@:2]1([OH:3])[NH:4][C:5](=[O:6])[NH:7][NH:8][C@@H:9]1[OH:10]
4373,[CH3:1][O:2][CH2:3][C@@H:4]1[CH2:5][N:6]=[C:7]([NH2:8])[O:9]1
4374,[CH3:11][C:12](=[O:13])[N:14]1[CH2:15][C@H:16]([CH3:17])[CH2:18][C:19]1=[O:20]
4375,[CH3:10][N:11]1[CH2:12][NH:13][CH2:14][CH2:15][CH2:16][C:17]1=[O:18]
4376,[CH3:10][C:11](=[CH2:12])[O:13][c:14]1[cH:15][cH:16][cH:17][cH:18][cH:19]1
4377,[CH:1]1=[CH:2][CH:3]=[CH:4]/[N:5]=[CH:6]\[CH:7]=[CH:8]1
4378,[CH3:11][CH2:12][C:13]1=[C:14][C:15](=[O:16])[C:17]([CH3:18])([CH3:19])[O:20]1
4379,[CH3:9][O:10][CH2:11]/[CH:12]=[C:13]([CH3:14])/[C:15]=[CH:16]/[CH:17]=[O:18]
4380,[CH3:1][CH2:2][CH2:3][CH2:4][CH:5][n:6]1[cH:7][cH:8][cH:9][cH:10]1
4381,[CH2:10][C:11]1=[C:12]([C:13](=[O:14])[O:15][CH2:16][CH3:17])[CH2:18][CH2:19]1
4382,[CH3:10][CH:11]=[C:12]1[O:13][CH2:14][CH2:15][CH2:16][O:17]1
4383,[CH3:1][O:2][C@H:3]1[CH:4]=[CH:5][O:6][CH2:7][C@@H:8]1[NH2:9]
4384,[CH3:1][C@@H:2]1[CH2:3][CH2:4][CH:5]=[C:6]1[CH2:7][OH:8]
4385,[CH3:11][N:12]1[CH2:13][N:14]([NH2:15])[CH:16]=[N:17]1
4386,[CH3:11][C:12]([CH2:13][OH:14])([CH2:15][OH:16])[CH2:17][O:18][CH3:19]
4387,[CH:1]#[C:2][c:3]1[cH:4][cH:5][cH:6][c:7]([OH:8])[c:9]1[O:10]
4388,[CH3:11][C:12]1=[CH:13][CH2:14][O:15][CH2:16][C@@H:17]1[CH2:18][OH:19]
4389,[CH:1]#[C:2][C@H:3]([NH2:4])[CH2:5][CH3:6]
4390,[N:11]#[C:12][CH2:13][NH:14][CH2:15][NH:16][CH2:17][C:18]#[N:19]
4391,[CH3:1][C@@H:2]1[C@H:3]([O:4])[CH2:5][CH2:6][C@@H:7]1[CH2:8][NH2:9]
4392,[N:9]#[C:10][C@@H:11]1[CH2:12][NH:13][CH2:14][CH2:15][C:16]1=[O:17]
4393,[CH:10]1[CH:11]=[CH:12][N:13]=[CH:14][CH:15]=[N:16]1
4394,[O:10]=[C:11]1[CH2:12][CH2:13][CH2:14][C:15](=[O:16])[CH:17]=[CH:18]1
4395,[CH3:11][NH:12][C@:13]1([CH2:14][OH:15])[CH2:16][CH2:17][O:18][CH2:19]1
4396,[cH:1]1[cH:2][c:3]2[cH:4][n:5][c:6][nH:7][c:8]-2[cH:9]1
4397,[CH2:11]=[C:12][c:13]1[cH:14][c:15]([OH:16])[cH:17][cH:18][c:19]1[OH:20]
4398,[CH2:1][CH2:2][C:3]1=[C:4]([CH3:5])[C:6](=[O:7])[NH:8][C@@H:9]1[CH3:10]
4399,[CH2:10]=[CH:11][C:12]1=[CH:13][C@@H:14]2[O:15][C@:16]2([CH3:17])[CH:18]=[C:19]1
4400,[CH3:1][CH2:2][NH:3][C:4](=[O:5])[CH2:6][NH:7][CH3:8]
4401,[NH2:1][c:2]1[cH:3][cH:4][c:5]2[c:6]([cH:7]1)[CH:8][CH2:9][O:10]2
4402,[CH2:11][c:12]1[cH:13][cH:14][cH:15][c:16]([CH:17]([OH:18])[OH:19])[cH:20]1
4403,[CH3:11][C@H:12]([OH:13])[C@@H:14]1[CH2:15][CH2:16][CH2:17][CH2:18][NH:19]1
4404,[CH3:1][CH2:2][O:3][C:4](=[O:5])[CH2:6][N:7]([CH3:8])[N:9]=[O:10]
4405,[CH3:1][CH2:2][CH2:3][C:4](=[NH:5])[O:6][CH2:7][CH3:8]
4406,[CH3:8][CH:9]([CH3:10])[C@@H:11]1[NH:12][C:13](=[O:14])[C:15]1([CH3:16])[CH3:17]
4407,[CH3:11]/[CH:12]=[C:13]/[C@@H:14]1[CH2:15][C@H:16]([CH3:17])[CH2:18][CH2:19][O:20]1
4408,[CH2:10][CH2:11][C:12]1([C:13](=[O:14])[CH2:15][CH3:16])[CH2:17][CH2:18]1
4409,[CH3:10][C:11]([CH3:12])([CH3:13])[C@H:14]([OH:15])[CH:16][NH2:17]
4410,[CH3:10]/[CH:11]=[CH:12]/[N:13]=[CH:14]/[CH2:15][CH3:16]
4411,[OH:1][C@@H:2]1[CH:3]=[CH:4][CH2:5][CH2:6][CH:7]=[CH:8][CH2:9]1
4412,[NH2:1][CH2:2][C:3]1[CH2:4][CH2:5][CH2:6][CH2:7][C@@H:8]1[OH:9]
4413,[CH3:7][CH2:8][C:9]([NH2:10])([CH2:11][CH3:12])[CH2:13][OH:14]
4414,[CH2:8][C@H:9]1[O:10][C@@H:11]([O:12][CH3:13])[C@H:14]([OH:15])[C@@H:16]1[OH:17]
4415,[CH3:10][CH2:11][N:12]([OH:13])[CH2:14][CH2:15][OH:16]
4416,[CH3:9][C:10]1=[C:11]([CH3:12])[C@H:13]([O:14][OH:15])[CH2:16][CH2:17][CH2:18]1
4417,[CH3:1][C@:2]1([c:3]2[cH:4][cH:5][c:6][cH:7][cH:8]2)[CH2:9][NH:10]1
4418,[NH:11]=[C:12]([O:13][OH:14])[c:15]1[cH:16][cH:17][cH:18][cH:19][cH:20]1
4419,[CH2:10]=[CH:11][CH2:12][C@H:13]([C:14]#[N:15])[C:16](=[CH2:17])[CH3:18]
4420,[CH2:11]=[CH:12][CH2:13][C@@H:14]([NH:15][OH:16])[C:17](=[O:18])[OH:19]
4421,[CH3:11][CH:12]([CH3:13])[N:14]1[CH2:15][CH:16]([CH2:17][NH2:18])[CH2:19]1
4422,[CH3:11][CH:12][CH2:13][C@@H:14]1[CH2:15][CH2:16][NH:17][C:18](=[O:19])[CH2:20]1
4423,[N:8]#[C:9][CH2:10]/[CH:11]=[C:12](\[C:13]#[N:14])[CH:15]=[O:16]
4424,[CH3:9][CH2:10][c:11]1[cH:12][cH:13][c:14]([CH2:15][CH2:16][NH2:17])[o:18]1
4425,[CH2:9][C@H:10]1[CH2:11][C@@H:12]([CH3:13])[N:14]1[C:15]([CH3:16])([CH3:17])[CH3:18]
4426,[CH3:11][CH:12]([CH3:13])[C@@H:14]([C:15]#[N:16])[NH:17][CH:18]([CH3:19])[CH3:20]
4427,[CH3:10][c:11]1[cH:12][cH:13][c:14]([CH3:15])[c:16]([N:17][NH2:18])[cH:19]1
4428,[CH3:1][C:2](=[O:3])[CH2:4][CH2:5][C:6]([CH3:7])([CH3:8])[C:9]=[O:10]
4429,[CH3:1][CH2:2][CH:3][NH:4][c:5]1[cH:6][cH:7][n:8]([CH3:9])[n:10]1
4430,[CH3:10][c:11]1[cH:12][cH:13][n:14][c:15]([C:16]2[CH2:17][CH2:18]2)[cH:19]1
4431,[CH3:1][CH2:2][C@H:3]([CH3:4])[C:5]([CH2:6])([CH2:7][CH3:8])[CH2:9][CH3:10]
4432,[CH2:1]=[C:2]([CH3:3])[C:4](=[CH2:5])[CH2:6][OH:7]
4433,[CH2:1]=[C:2]1[CH2:3][CH2:4][C@:5]2([CH:6]([CH3:7])[CH3:8])[CH2:9][C@H:10]12
4434,[CH2:1]=[CH:2][C@@H:3]([CH3:4])[CH2:5][C@H:6]([CH3:7])[C:8]([CH3:9])=[O:10]
4435,[CH3:10][CH:11]([CH3:12])[C@@H:13]1[CH2:14][C:15](=[O:16])[CH2:17][CH2:18][O:19]1
4436,[CH3:11][CH2:12][O:13][c:14]1[cH:15][c:16](=[O:17])[c:18]1=[O:19]
4437,[CH3:7][C:8](=[O:9])[O:10][CH:11]=[C:12]1[CH:13]=[CH:14][CH:15]=[CH:16]1
4438,[OH:10][O:11][C:12](=[O:13])[OH:14]
4439,[CH3:11][O:12]/[C:13]=[C:14](\[CH2:15][O:16][CH3:17])[C:18]([CH3:19])=[O:20]
4440,[CH3:10][N:11]([CH3:12])[C:13](=[NH:14])[CH2:15][NH2:16]
4441,[CH3:11][O:12][C@H:13]([CH3:14])[C@@H:15]1[CH2:16][O:17]1
4442,[CH2:11][C@H:12]([NH:13][C:14]([CH3:15])=[O:16])[O:17][CH3:18]
4443,[CH3:8][CH2:9][C:10]1=[N:11][NH:12][CH2:13][C:14]1[CH3:15]
4444,[CH3:10][CH2:11][CH2:12][c:13]1[cH:14][cH:15][n:16]([CH2:17][OH:18])[n:19]1
4445,[CH:9]#[C:10][C@:11]1([CH3:12])[CH2:13][C:14]1=[C:15]=[C:16]([CH3:17])[CH3:18]
4446,[OH:11][NH:12][CH2:13][CH2:14][n:15]1[cH:16][cH:17][n:18][cH:19]1
4447,[NH2:10][C:11](=[O:12])[C:13]1=[CH:14][CH:15]=[CH:16][CH2:17][CH2:18][CH2:19]1
4448,[NH2:10][C:11]1=[N:12][NH:13][CH2:14][N:15]1[NH2:16]
4449,[CH3:1][C@@H:2]1[CH2:3][C:4]([CH3:5])([CH3:6])[N:7]=[CH:8][O:9]1
4450,[CH3:1][C:2]1=[CH:3][C:4]2[CH2:5][CH2:6][CH:7]1[CH2:8][CH2:9]2
4451,[CH3:9]/[C:10](=[CH:11]\[O:12][CH3:13])[C:14]([NH2:15])=[O:16]
4452,[CH3:10][N:11]1[CH2:12][CH2:13][CH:14][C@H:15]([C:16]([NH2:17])=[O:18])[CH2:19]1
4453,[CH3:10][c:11]1[cH:12][n:13][c:14]([NH2:15])[cH:16][c:17]1[CH2:18][OH:19]
4454,[CH3:1][CH:2]([CH3:3])[C@:4]1([OH:5])[CH2:6][CH:7]=[N:8][O:9]1
4455,[CH3:11][C:12](=[O:13])[C@@H:14]1[CH2:15][CH:16][C@H:17]1[C:18]([NH2:19])=[O:20]
4456,[O:10]=[C:11]([OH:12])[C@@H:13]1[CH2:14][O:15][CH2:16][N:17]1
4457,[CH3:1][CH2:2][C@H:3]([CH2:4])[N:5]([OH:6])[C:7]([CH3:8])=[O:9]
4458,[O:1]=[C:2]1[NH:3][CH2:4][C@@H:5]2[CH:6]=[CH:7][CH:8]=[CH:9][C@H:10]12
4459,[CH2:1][C@@H:2]1[NH:3][N:4]=[CH:5][C@@H:6]([OH:7])[C@@H:8]1[OH:9]
4460,[CH2:1]=[C:2]1[CH:3]=[CH:4][CH:5]=[CH:6][C:7]1=[O:8]
4461,[CH2:11][CH2:12][C@@H:13]1[CH2:14][C@H:15]([CH3:16])[O:17][C:18]1=[O:19]
4462,[CH3:1][C@@H:2]1[CH:3]=[CH:4][O:5][CH:6]1
4463,[O:9][CH2:10][C:11]1([CH2:12][OH:13])[CH2:14][CH2:15]1
4464,[NH2:1][C@H:2]([CH2:3][C:4](=[O:5])[OH:6])[C:7](=[O:8])[NH:9][O:10]
4465,[CH2:1]=[C:2]([CH3:3])[O:4][C:5](=[CH2:6])[CH:7][CH:8]([CH3:9])[CH3:10]
4466,[CH:11]#[C:12][C@@:13]1([OH:14])[CH:15][CH2:16][CH:17]=[CH:18]1
4467,[CH3:1][N:2]1[CH:3][C@H:4]([CH2:5][NH2:6])[O:7][C:8]1=[O:9]
4468,[CH3:9][CH2:10][CH2:11][CH2:12][C@H:13]([CH3:14])[O:15][C:16](=[O:17])[OH:18]
4469,[CH3:11][C@H:12]([OH:13])[N:14]1[CH2:15][CH2:16][O:17][CH2:18][CH2:19]1
4470,[CH3:11][C@@H:12]1[CH2:13][O:14][C@:15]2([CH2:16][CH2:17][O:18][O:19]2)[O:20]1
4471,[CH2:10]=[C:11]1[CH2:12][CH:13][CH2:14][CH2:15][C@@H:16]1[O:17][OH:18]
4472,[CH2:11][c:12]1[n:13][c:14]([CH3:15])[cH:16][n:17][c:18]1[NH2:19]
4473,[CH3:10][C@H:11]([C:12]#[N:13])[CH2:14][NH:15][CH:16][CH2:17][NH2:18]
4474,[CH:11]1=[CH:12][NH:13][N:14]2[CH2:15][CH2:16][C@@H:17]12
4475,[CH:10]1[O:11][CH:12]=[CH:13][c:14]2[cH:15][n:16][cH:17][cH:18][c:19]21
4476,[CH3:11][C@@H:12]1[NH:13][CH2:14][CH2:15][c:16]2[nH:17][cH:18][n:19][c:20]21
4477,[CH2:1][N:2]1[CH2:3][CH:4]=[CH:5][CH2:6]/[C:7]1=[CH:8]\[N:9]=[O:10]
4478,[CH3:11][NH:12][C@@H:13]1[CH2:14][O:15][CH2:16][CH2:17][C@:18]1([CH3:19])[OH:20]
4479,[CH:9]#[C:10][C@:11]([CH3:12])([OH:13])[C:14]([CH2:15])([CH3:16])[CH3:17]
4480,[CH3:1][CH2:2][O:3][C@@H:4]1[CH:5]=[CH:6][C:7](=[O:8])[NH:9]1
4481,[CH3:1][CH2:2][N:3]1[CH2:4][CH2:5][CH:6][C:7](=[O:8])[CH2:9]1
4482,[CH3:1][C@:2]1([OH:3])[O:4][CH2:5][C@H:6]([OH:7])[C:8]1[OH:9]
4483,[CH3:11][C@H:12]1[CH2:13][N:14]([CH3:15])[N:16]=[C:17]1[CH3:18]
4484,[CH3:1][O:2][CH2:3][N:4]([CH2:5][O:6][CH3:7])[CH2:8][O:9][CH3:10]
4485,[CH2:11][C:12](=[O:13])[c:14]1[cH:15][c:16]([CH3:17])[cH:18][cH:19][n:20]1
4486,[CH2:11]=[c:12]1[cH:13][cH:14][o:15][c:16]1=[CH2:17]
